DRG_DESC,STATE_DESC,DISCHARGES,AVERAGE_COVERED_CHARGES,AVERAGE_MEDICARE_PAYMENTS,AVERAGE_MEDICARE_REIMBURSEMENT
389 - G.I. OBSTRUCTION W CC,NM,283,25912.28975,6775.795053,5485.053004
389 - G.I. OBSTRUCTION W CC,UT,284,20902.16549,7032.876761,5200.288732
389 - G.I. OBSTRUCTION W CC,WV,393,19038.33842,6317.544529,4484.783715
389 - G.I. OBSTRUCTION W CC,NV,403,46287.28784,6859.739454,5383.903226
389 - G.I. OBSTRUCTION W CC,OR,416,21825.00962,7420.266827,5765.990385
389 - G.I. OBSTRUCTION W CC,NE,420,21816.89524,6250.692857,4700.519048
389 - G.I. OBSTRUCTION W CC,KS,522,28969.32567,5864.059387,4491.645594
389 - G.I. OBSTRUCTION W CC,MS,600,26181.22167,5626.891667,4412.358333
389 - G.I. OBSTRUCTION W CC,AR,607,21254.76277,5390.258649,4181.369028
389 - G.I. OBSTRUCTION W CC,CO,616,33612.75325,6435.10552,4947.589286
389 - G.I. OBSTRUCTION W CC,IA,630,20330.56191,5871.753968,4554.577778
389 - G.I. OBSTRUCTION W CC,CT,646,26536.07585,7886.210526,6115.676471
389 - G.I. OBSTRUCTION W CC,LA,822,24214.8017,6352.969586,4749.194647
389 - G.I. OBSTRUCTION W CC,SC,825,30410.06061,6353.878788,4718.283636
389 - G.I. OBSTRUCTION W CC,OK,828,24189.41304,6108.054348,4625.955314
389 - G.I. OBSTRUCTION W CC,AL,846,27939.02719,5544.252955,4081.777778
389 - G.I. OBSTRUCTION W CC,KY,846,21476.05792,5853.478723,4448.420804
389 - G.I. OBSTRUCTION W CC,AZ,930,31704.07419,6693.615054,5097.323656
389 - G.I. OBSTRUCTION W CC,WI,942,23357.57113,6450.76327,4894.523355
389 - G.I. OBSTRUCTION W CC,WA,950,27440.52947,6891.837895,5291.833684
389 - G.I. OBSTRUCTION W CC,MN,1090,19199.53486,6796.502752,5438.057798
389 - G.I. OBSTRUCTION W CC,MO,1101,23853.04178,5857.493188,4593.579473
389 - G.I. OBSTRUCTION W CC,TN,1178,24207.94907,5735.605263,4229.481324
389 - G.I. OBSTRUCTION W CC,IN,1214,24103.98435,6062.559308,4823.412685
389 - G.I. OBSTRUCTION W CC,MD,1230,9201.562602,8531.506504,7358.571545
389 - G.I. OBSTRUCTION W CC,MA,1239,15595.52542,7496.118644,6142.619855
389 - G.I. OBSTRUCTION W CC,GA,1310,26118.06031,6166.173282,4691.216031
389 - G.I. OBSTRUCTION W CC,VA,1362,22604.40308,6220.349486,4426.439794
389 - G.I. OBSTRUCTION W CC,NJ,1445,53896.18062,7240.329412,5631.004844
389 - G.I. OBSTRUCTION W CC,NC,1446,21501.01383,6613.378285,4843.087137
389 - G.I. OBSTRUCTION W CC,MI,1800,19464.93444,6656.205,5094.318889
389 - G.I. OBSTRUCTION W CC,OH,1911,21185.57091,6336.906855,4712.771324
389 - G.I. OBSTRUCTION W CC,PA,2218,32680.79261,6830.869252,4829.753381
389 - G.I. OBSTRUCTION W CC,NY,2333,33642.33519,8178.053579,6506.974282
389 - G.I. OBSTRUCTION W CC,IL,2360,28117.75636,6699.26822,4915.291525
389 - G.I. OBSTRUCTION W CC,TX,3397,35546.01001,6394.22932,4855.577863
389 - G.I. OBSTRUCTION W CC,CA,3973,50953.50415,8434.537881,6722.367229
389 - G.I. OBSTRUCTION W CC,FL,4003,41374.97652,5979.821134,4580.209843
390 - G.I. OBSTRUCTION W/O CC/MCC,AK,50,23599.7,8040.3,6457.96
390 - G.I. OBSTRUCTION W/O CC/MCC,VT,66,13369.60606,5150.848485,3066.863636
390 - G.I. OBSTRUCTION W/O CC/MCC,WY,69,16678.5942,5901.84058,4524.898551
390 - G.I. OBSTRUCTION W/O CC/MCC,ND,90,11206.62222,4485.877778,3006.766667
390 - G.I. OBSTRUCTION W/O CC/MCC,DC,98,24375.18367,6393.346939,3424.816327
390 - G.I. OBSTRUCTION W/O CC/MCC,HI,101,17023,6695.653465,4525.306931
390 - G.I. OBSTRUCTION W/O CC/MCC,RI,113,16730.30974,5570.20354,3955.557522
390 - G.I. OBSTRUCTION W/O CC/MCC,SD,126,18143.18254,4670.904762,3231.444444
390 - G.I. OBSTRUCTION W/O CC/MCC,ID,128,14499.21094,4368.859375,3195.4375
390 - G.I. OBSTRUCTION W/O CC/MCC,MT,131,10621.26718,4485.946565,3006.335878
390 - G.I. OBSTRUCTION W/O CC/MCC,DE,150,14867.44667,5173.16,3385.266667
390 - G.I. OBSTRUCTION W/O CC/MCC,NM,171,19545.75439,5288.48538,3778.842105
390 - G.I. OBSTRUCTION W/O CC/MCC,NV,176,36453.96023,5283.284091,3294.977273
390 - G.I. OBSTRUCTION W/O CC/MCC,ME,181,12995.07182,4802.895028,3345.569061
390 - G.I. OBSTRUCTION W/O CC/MCC,NH,187,17138.75936,4635.208556,3395.951872
390 - G.I. OBSTRUCTION W/O CC/MCC,UT,201,17080.13433,5044.9801,3181.60199
390 - G.I. OBSTRUCTION W/O CC/MCC,NE,214,16156.3972,4388.098131,3082.490654
390 - G.I. OBSTRUCTION W/O CC/MCC,WV,231,12298.43723,4477.987013,2810.450217
390 - G.I. OBSTRUCTION W/O CC/MCC,OR,275,15679.57818,5594.730909,3672.549091
390 - G.I. OBSTRUCTION W/O CC/MCC,KS,330,20922.79394,4207.40303,2846.966667
390 - G.I. OBSTRUCTION W/O CC/MCC,IA,348,14470.13506,4238.568966,2896.140805
390 - G.I. OBSTRUCTION W/O CC/MCC,CO,358,24829.05587,4774.259777,3216.307263
390 - G.I. OBSTRUCTION W/O CC/MCC,AR,418,14750.33014,3926.131579,2603.435407
390 - G.I. OBSTRUCTION W/O CC/MCC,CT,420,19166.1881,6096.290476,3878.907143
390 - G.I. OBSTRUCTION W/O CC/MCC,MS,450,17542.26667,4081.248889,2812.384444
390 - G.I. OBSTRUCTION W/O CC/MCC,OK,470,18688.18085,4488.602128,3094.151064
390 - G.I. OBSTRUCTION W/O CC/MCC,LA,499,17291.70742,4692.002004,3151.953908
390 - G.I. OBSTRUCTION W/O CC/MCC,AL,513,21249.49903,4149.202729,2489.752437
390 - G.I. OBSTRUCTION W/O CC/MCC,WI,522,17256.71456,4833.701149,2998.875479
390 - G.I. OBSTRUCTION W/O CC/MCC,KY,532,16353.31203,4358.428571,2885.986842
390 - G.I. OBSTRUCTION W/O CC/MCC,MN,565,13962.55752,4879.530974,3450.145133
390 - G.I. OBSTRUCTION W/O CC/MCC,WA,600,20538.56667,5190.07,3353.835
390 - G.I. OBSTRUCTION W/O CC/MCC,AZ,615,24864.26667,4775.144715,3354.409756
390 - G.I. OBSTRUCTION W/O CC/MCC,SC,628,20919.14968,4532.420382,2906.743631
390 - G.I. OBSTRUCTION W/O CC/MCC,MO,645,18503.02481,4208.889923,2820.848062
390 - G.I. OBSTRUCTION W/O CC/MCC,TN,687,17600.4425,4096.710335,2644.915575
390 - G.I. OBSTRUCTION W/O CC/MCC,MD,695,6769.76259,6345.723741,4915.126619
390 - G.I. OBSTRUCTION W/O CC/MCC,IN,731,17612.18742,4576.477428,3093.45554
390 - G.I. OBSTRUCTION W/O CC/MCC,GA,804,19441.76119,4753.523632,3145.136816
390 - G.I. OBSTRUCTION W/O CC/MCC,MA,916,11953.35808,5508.399563,3932.94214
390 - G.I. OBSTRUCTION W/O CC/MCC,NJ,936,37453.69979,5364.350427,3647.772436
390 - G.I. OBSTRUCTION W/O CC/MCC,VA,1015,16964.43448,4667.647291,2756.918227
390 - G.I. OBSTRUCTION W/O CC/MCC,MI,1018,14188.5501,4763.641454,3288.916503
390 - G.I. OBSTRUCTION W/O CC/MCC,NC,1084,15868.5203,4888.03321,3076.5
390 - G.I. OBSTRUCTION W/O CC/MCC,OH,1165,15519.92017,4631.872961,2973.254936
390 - G.I. OBSTRUCTION W/O CC/MCC,IL,1345,20777.45799,5010.926394,3032.739034
390 - G.I. OBSTRUCTION W/O CC/MCC,PA,1367,23979.74397,4968.126555,3018.381858
390 - G.I. OBSTRUCTION W/O CC/MCC,NY,1700,23869.80647,6126.894118,4305.07
390 - G.I. OBSTRUCTION W/O CC/MCC,TX,2106,25255.96486,4901.141501,3235.503324
390 - G.I. OBSTRUCTION W/O CC/MCC,CA,2345,37155.25544,6513.655437,4446.001279
390 - G.I. OBSTRUCTION W/O CC/MCC,FL,2529,30224.76908,4344.771056,2894.466588
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",VT,43,23385.72093,10812.11628,8786.72093
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",AK,51,62634.37255,13636.07843,12719.01961
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",WY,53,37212.49057,16151.13208,9350.603774
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",HI,61,33324.39344,13495.2459,9879.557377
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",SD,76,41754.68421,9778.052632,8550.552632
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",RI,96,29123.15625,10805.75,9616
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",ND,116,25559.03448,8792.810345,7514.913793
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",MT,119,24647.63025,8828.966387,7699.487395
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",ID,130,30783.40769,8435.707692,7383.115385
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",DC,139,51796.20863,13464.65468,9089.611511
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",ME,140,24855.22857,9126.321429,7689.878571
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",NH,161,30523.03727,9625.614907,8306.639752
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",DE,166,33211.53615,10412.9759,8545.614458
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",UT,166,30764.10241,9814.487952,8011.018072
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",NM,205,39167.56585,10580.23415,8461.55122
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",NE,236,36270.06356,9189.805085,7885.95339
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",WV,267,28683.90262,8778.801498,7046.059925
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",OR,321,31579.58567,10633.71028,9022.722741
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",IA,356,31486.19663,8626.761236,7319.547753
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",NV,425,67168.32,9753.781177,8167.936471
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",CO,438,53865.66438,9675.251142,7878.070776
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",KS,444,41922.04279,8182.878378,7197.164414
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",OK,466,40906.62017,9276.203863,7231.873391
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",AR,503,29833.82903,7847.787276,6637.425447
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",CT,540,38344.62037,11700.56852,9727.3
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",MS,567,36132.36332,7704.012346,6635.104056
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",WI,581,34626.28916,9673.416523,7758.177281
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",LA,609,35661.40558,8914.509031,7179.71757
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",AZ,629,47678.83148,9476.82035,8047.580286
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",WA,678,41707.39971,10018.68879,8406.535398
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",SC,691,42136.48336,8723.382055,7149.916064
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",KY,708,33527.89266,8603.129944,7015.451977
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",MN,780,29407.9141,10925.97692,8833.110256
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",MD,868,14861.83525,13765.44355,12465.26498
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",AL,896,42053.20201,7795.875,6296.845982
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",IN,954,36614.78616,8936.463312,7615.830189
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",TN,1025,35629.43024,8364.53561,6796.028293
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",MO,1084,34565.82657,8506.288745,7274.326568
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",VA,1154,37097.67851,9305.009532,7221.677643
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",NJ,1312,69456.09527,10813.99619,9126.222561
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",GA,1405,38108.7573,9102.439858,7555.436299
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",MA,1467,25009.67485,11230.43354,9682.835719
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",NC,1494,29320.85676,9458.048193,7608.356091
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",OH,1554,32825.83719,9192.386744,7351.967182
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",MI,1634,27109.45777,9675.938801,8006.728886
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",PA,1770,51417.48418,10759.26215,8048.90565
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",IL,1896,39887.66456,9614.495253,7923.130274
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",NY,2683,48950.11852,12762.79389,10758.46515
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",TX,3231,51661.41473,9108.990096,7495.690189
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",CA,3494,68240.95192,11933.70406,10348.27361
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",FL,3593,55506.76399,8510.71862,7258.65572
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",HI,136,24092.22059,8923.970588,6521.235294
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",AK,138,35358.99275,9538.666667,8166.311594
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",WY,190,18592.84211,7429.942105,5561.494737
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",VT,277,16432.02527,6538.631769,5091.794224
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",ND,299,15007.87291,5585.501672,4165.137124
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",MT,352,16262.34375,5561.585227,4173.039773
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",SD,369,26410.04065,6074.355014,4542.054201
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",DC,376,30054.19681,8435.651596,5464.789894
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",ID,377,20519.71353,5711.994695,4123.254642
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",UT,475,21303.94316,6318.8,4412.564211
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",RI,511,20201.98826,6518.645793,5158.37182
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",ME,557,17491.48654,5958.245961,4280.100539
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",NM,594,23945.39731,6482.666667,4935.96128
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",DE,629,19734.16216,6322.335453,4539.193959
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",NH,718,22716.91365,5965.245125,4640.82312
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",NE,776,20770.55026,5491.244845,4082.347938
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",OR,893,21678.96305,6695.765957,4938.43897
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",IA,1191,19807.12091,5282.478589,3839.047859
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",WV,1202,17489.00582,5564.712146,3879.21381
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",NV,1215,50230.72346,6327.065021,4739.058436
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",CO,1394,36453.28838,5821.312769,4357.078192
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",KS,1480,27294.7946,5247.719595,3884.552027
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",AR,1723,19711.02206,4944.07603,3593.603018
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",WA,1788,27237.55873,6374.12528,4653.845638
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",CT,1794,23613.96098,7310.511706,5347.761427
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",OK,1912,24007.14278,5532.319038,4174.040795
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",LA,2014,23382.14101,5863.347071,4315.100298
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",WI,2037,22037.20226,5883.985273,4175.760923
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",MS,2139,23385.47125,4998.183731,3778.478261
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",MN,2272,17894.6831,6257.628961,4767.704225
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",AZ,2295,32186.922,6025.64183,4567.905882
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",SC,2366,28583.39434,5659.400676,4048.210905
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",KY,2599,22102.38361,5359.271258,3912.775683
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",MD,3291,8836.653905,8212.850501,6900.608022
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",IN,3311,22755.6421,5573.695862,4200.839021
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",MO,3329,23837.54311,5356.196455,3986.813157
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",TN,3515,24713.07255,5188.466287,3783.449787
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",AL,3609,25494.99003,4952.328346,3513.144638
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",VA,3813,24189.14005,5692.65775,3917.701285
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",GA,4171,24651.83337,5792.435147,4150.426037
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",NC,4318,20625.60607,5969.129921,4182.250116
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",NJ,4941,46152.01639,6653.41611,4939.430075
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",OH,5245,20345.34509,5700.343565,4102.477216
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",MA,5422,15243.07138,6766.405939,5387.143121
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",MI,5479,18174.99489,5980.835006,4495.225954
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",IL,6648,27312.90885,6167.255566,4358.228339
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",PA,7275,31341.47436,6172.435739,4264.203024
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",NY,9116,30583.31999,7904.689667,6074.23925
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",TX,9963,33876.33976,5828.88116,4300.219312
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",CA,9977,48600.3495,7688.631753,6011.375263
"392 - ""ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC""",FL,14666,39445.488,5388.983908,4010.833083
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,WY,23,40277.6087,14451.82609,12516.52174
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,VT,24,27635.625,13297.75,12206.66667
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,AK,30,73810.66667,17555.4,16511.03333
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,HI,61,50965.70492,17262.52459,14772.57377
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,SD,72,41625.22222,11963.58333,10930.59722
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,MT,74,27142.04054,11515.85135,9867.324324
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,RI,79,47794.27848,14747.01266,13456.35443
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,ID,81,41792.25926,11927.91358,10973.33333
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,ND,88,45309.61364,13000.67046,11530.65909
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,ME,90,39582.83333,12992.97778,11387.95556
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,DE,93,41197.53763,15515.1828,13060.77419
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,UT,99,40115.57576,13258.79798,10671.9798
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,NM,106,47057.50943,12679.91509,11566.07547
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,DC,114,62904.73684,16791.57895,12427.36842
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,NH,116,35289.4569,13234.2931,11617.84483
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,NE,157,42704.78344,12150.57325,10372.85987
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,WV,158,34794.43671,11926.37342,9810.063291
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,IA,183,42859.77049,11502.43716,10230.97268
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,KS,200,58390.865,12154.945,9924.215
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,OR,206,37877.56311,13718.05825,11903.74757
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,NV,245,96312.23674,13911.04898,11387.86531
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,AR,248,41177.87903,10214.02823,8842.177419
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,CO,254,68357.25984,12671.66929,11003.94095
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,MS,271,45915.78229,10112.96679,8952.671587
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,OK,283,50263.24382,11879.39929,9717.706714
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,SC,314,54174.60828,12096.28981,9933.070064
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,CT,323,47716.02167,15868.47988,13099.93499
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,KY,333,42158.22823,11451.73574,9867.630631
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,AZ,365,59682.44384,13191.51781,11291.89863
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,LA,369,43642.92412,11471.71003,9563.880759
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,AL,376,48282.1117,10441.02128,8822.901596
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,WI,379,38016.40897,12464.51979,10276.12665
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,MN,455,39113.59121,14443.58681,12175.77363
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,WA,493,52054.34686,13809.41177,11342.88033
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,MD,523,23282.83939,21490.92352,20183.72658
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,TN,559,47558.34526,11404.79785,9375.962433
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,IN,598,42828.80937,11572.29766,10084.36789
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,MO,617,41725.4765,11358.71151,9950.863857
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,VA,651,43169.45008,12136.61751,9918.930876
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,GA,687,48720.4425,11869.41194,10190.48908
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,MA,810,33425.02346,15185.16296,13475.37284
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,NC,886,38867.25847,12687.86343,10317.79571
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,MI,932,37185.61052,13346.55043,11202.8927
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,NJ,947,92332.11827,14907.36536,12307.51954
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,OH,953,44329.78489,12241.93284,10031.34628
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,PA,1091,63763.05408,13747.80752,10810.42346
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,IL,1180,51416.88559,13541.83814,10619.11186
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,NY,1607,64084.88115,17415.29185,14637.68948
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,TX,1778,65493.30484,12203.75591,10351.02475
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,FL,2068,68277.06141,11482.43762,9859.032882
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,CA,2594,88992.23632,16525.85042,14504.05281
